"개방자치단체코드","관리번호","인허가일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3030000","3030000-104-2017-00104","2017-06-22              ","03","폐업","02","폐업","2019-01-24              ","","30.00","133-826   ","서울특별시 성동구 성수동2가 269-113 1층 ","서울특별시 성동구 성수이로12길 13, 1층 (성수동2가)","04784","양면성(兩面性)","2019-01-24 16:13:05","I","2025-12-15 16:15:28","커피숍","204944.944699686    ","448617.053008934    ","커피숍","","","주택가주변","","상수도전용","","","","","","","","N","30","","",""
"3030000","3030000-104-2017-00108","2017-06-27              ","03","폐업","02","폐업","2025-11-10              ","0204611411","126.50","133-834   ","서울특별시 성동구 성수동2가 289-8 ","서울특별시 성동구 성수이로 127, 1층 102,103호 (성수동2가)","04794","에젤커피","2025-11-10 11:28:01","I","2025-12-15 16:15:28","커피숍","205001.330561095    ","449340.301134739    ","커피숍","","","","","","","","","","","","","N","126.5","","",""
"3030000","3030000-104-2018-00087","2018-05-31              ","03","폐업","02","폐업","2020-10-28              ","","6.60","133-825   ","서울특별시 성동구 성수동1가 685-497 ","서울특별시 성동구 서울숲2길 8-11, 1층 (성수동1가)","04768","조고은","2020-10-28 17:11:14","I","2025-12-15 16:15:28","커피숍","203428.277941179    ","449428.172663545    ","커피숍","","","","","","","","","","","","","N","6.6","","",""
"3030000","3030000-104-2025-00104","2025-08-28              ","01","영업/정상","01","영업","                        ","024999898","26.38","133-923   ","서울특별시 성동구 성수동1가 721 서울숲아이파크리버포레 ","서울특별시 성동구 왕십리로 137, 119동 1층 (성수동1가, 서울숲아이파크리버포레)","04766","카페서울숲 성동청년 창업이룸센터점","2025-08-28 10:50:14","I","2025-12-15 16:15:28","커피숍","                    ","                    ","커피숍","","","","","","","","","","","","","N","26.38","","",""
"3030000","3030000-104-2025-00100","2025-08-25              ","01","영업/정상","01","영업","                        ","","61.00","133-923   ","서울특별시 성동구 성수동1가 721 서울숲아이파크리버포레 ","서울특별시 성동구 왕십리로 137, 114동 B122호 (성수동1가, 서울숲아이파크리버포레)","04766","이디야 커피 서울숲리버포레점","2025-08-25 11:49:01","I","2025-12-15 16:15:28","커피숍","                    ","                    ","커피숍","","","","","","","","","","","","","N","61","","",""
"3030000","3030000-104-2025-00108","2025-09-03              ","01","영업/정상","01","영업","                        ","07080955123","20.33","133-819   ","서울특별시 성동구 성수동1가 86-3 ","서울특별시 성동구 성덕정길 39-1, 1층 (성수동1가)","04774","세러데이 애프터눈","2025-09-03 12:00:31","I","2025-12-15 16:15:28","커피숍","204181.633965951    ","448510.446826002    ","커피숍","","","","","","","","","","","","","N","20.33","","",""
"3030000","3030000-104-2010-00058","2010-10-06              ","01","영업/정상","01","영업","                        ","","92.00","133-832   ","서울특별시 성동구 성수동2가 277-17 성수아카데미아 104호 지상1층 ","서울특별시 성동구 성수이로 118 (성수동2가,성수아카데미아 104호 지상1층)","04797","이디야성수아카데미점","2010-10-06 12:07:39","I","2025-12-15 16:15:28","커피숍","205039.907145725    ","449216.223655036    ","커피숍","","","","","","","","","","","","","N","92","","",""
"3030000","3030000-104-2021-00022","2021-03-02              ","01","영업/정상","01","영업","                        ","","48.41","133-847   ","서울특별시 성동구 용답동 4-11 ","서울특별시 성동구 용답중앙15길 18, 1층 (용답동)","04805","빽다방 용답로데오점","2021-03-02 12:25:01","I","2025-12-15 16:15:28","커피숍","204723.902690139    ","451392.228335295    ","커피숍","","","","","","","","","","","","","N","48.41","","",""
"3030000","3030000-104-2021-00011","2021-01-22              ","03","폐업","02","폐업","2021-04-23              ","","13.00","133-881   ","서울특별시 성동구 홍익동 373-2 ","서울특별시 성동구 왕십리로30길 12, 1층 (홍익동)","04707","유일무이","2021-04-23 10:08:16","I","2025-12-15 16:15:28","커피숍","202665.809767609    ","451469.81614146     ","커피숍","","","","","","","","","","","","","N","13","","",""
"3030000","3030000-104-2022-00161","2022-12-12              ","03","폐업","02","폐업","2024-10-28              ","0264268286","18.75","133-866   ","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 역무동 2층 맞이방 3호 (행당동)","04750","(주)에스지푸드 왕십리 이,안(inside)","2024-10-28 11:14:36","I","2025-12-15 16:15:28","커피숍","203321.562330114    ","451001.868687869    ","커피숍","","","","","","","","","","","","","N","18.75","","",""
"3030000","3030000-104-2005-00026","2005-07-04              ","03","폐업","02","폐업","2007-10-05              ","0222942326","36.60","133-866   ","서울특별시 성동구 행당동 168-78 (지상1층) ","","     ","미소가야 ","2006-02-23 00:00:00","I","2025-12-15 16:15:28","커피숍","203396.396351437    ","450971.242881819    ","커피숍","0","0","","","","","","","","","","","N","36.6","","",""
"3030000","3030000-104-2013-00012","2013-02-19              ","03","폐업","02","폐업","2019-01-02              ","","28.40","133-849   ","서울특별시 성동구 용답동 85-5 ","서울특별시 성동구 용답중앙11길 2, 1층 (용답동)","04804","소목","2019-01-02 13:34:22","I","2025-12-15 16:15:28","커피숍","204451.605206561    ","451437.290691955    ","커피숍","","","","","","","","","","","","","N","28.4","","",""
"3030000","3030000-104-2017-00178","2017-10-31              ","03","폐업","02","폐업","2025-12-04              ","0222338807","33.00","133-805   ","서울특별시 성동구 금호동3가 700 금호자이2차 상가동 106호","서울특별시 성동구 금호산8길 13, 상가동 106호 (금호동3가)","04729","나에게 주는 달콤한 시간","2025-12-04 10:04:41","I","2025-12-15 16:15:28","커피숍","201863.939386714    ","449784.619712627    ","커피숍","","","","","상수도전용","","","","","","","","N","33","","",""
"3030000","3030000-104-2017-00170","2017-09-28              ","03","폐업","02","폐업","2018-06-25              ","07088106365","35.00","133-819   ","서울특별시 성동구 성수동1가 72-15 1층 ","서울특별시 성동구 뚝섬로3길 9, 1층 (성수동1가)","04780","몽글몽글","2018-06-25 15:01:57","I","2025-12-15 16:15:28","커피숍","204280.73667035     ","448755.097910215    ","커피숍","","","","","상수도전용","","","","","","","","N","35","","",""
"3030000","3030000-104-2022-00149","2022-10-31              ","03","폐업","02","폐업","2024-12-31              ","024153940","8.00","133-866   ","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 4층 이동-03호 (행당동)","04750","아띠몽 왕십리 비트플렉스몰점","2024-12-31 11:59:48","I","2025-12-15 16:15:28","커피숍","203321.562330114    ","451001.868687869    ","커피숍","","","","","","","","","","","","","N","8","","",""
"3030000","3030000-104-2014-00072","2014-09-11              ","03","폐업","02","폐업","2021-05-27              ","","35.00","133-010   ","서울특별시 성동구 상왕십리동 12-37 ","서울특별시 성동구 마장로 137, 221동 1층 126호 (상왕십리동, 왕십리제2구역 텐즈힐아파트상가)","04700","디저트 코코","2021-05-27 15:30:05","I","2025-12-15 16:15:28","커피숍","202113.869605464    ","451897.581865192    ","커피숍","","","","","","","","","","","","","N","35","","",""
"3030000","3030000-104-2014-00076","2014-09-22              ","03","폐업","02","폐업","2024-08-08              ","0222821566","23.00","133-870   ","서울특별시 성동구 행당동 322-16 ","서울특별시 성동구 행당로 108, 1층 (행당동)","04716","아마스빈 행당역점","2024-08-08 09:14:33","I","2025-12-15 16:15:28","커피숍","202656.889860157    ","450611.127739066    ","커피숍","","","","","","","","","","","","","N","23","","",""
"3030000","3030000-104-2023-00076","2023-06-15              ","03","폐업","02","폐업","2025-12-02              ","16440379","15.70","133-866   ","서울특별시 성동구 행당동 168-151 왕십리민자역사 ","서울특별시 성동구 왕십리광장로 17, 왕십리민자역사 2층 (행당동)","04750","레드애플 비트플렉스점","2025-12-02 14:44:45","I","2025-12-15 16:15:28","커피숍","203321.562330114    ","451001.868687869    ","커피숍","","","","","","","","","","","","","N","15.7","","",""
"3030000","3030000-104-2018-00114","2018-07-06              ","03","폐업","02","폐업","2019-10-16              ","","20.00","133-811   ","서울특별시 성동구 마장동 335-4 ","서울특별시 성동구 마조로 61, 1층 (마장동)","04759","넛쯔공방","2019-10-16 11:35:41","I","2025-12-15 16:15:28","커피숍","203598.315108021    ","451234.372169454    ","커피숍","","","","","","","","","","","","","N","20","","",""
"3030000","3030000-104-2018-00110","2018-07-03              ","03","폐업","02","폐업","2021-12-31              ","","33.00","133-826   ","서울특별시 성동구 성수동2가 250-31 ","서울특별시 성동구 동일로 75-5, 1층 (성수동2가)","04786","언니커피","2021-12-31 13:21:46","I","2025-12-15 16:15:28","커피숍","205434.84277185     ","448612.158238147    ","커피숍","","","","","","","","","","","","","N","33","","",""
"3030000","3030000-104-2009-00086","2009-12-24              ","03","폐업","02","폐업","2013-10-15              ","0222812939","33.00","133-844   ","서울특별시 성동구 옥수동 460-8 (지상1층) ","서울특별시 성동구 독서당로39길 46-29 (옥수동,(지상1층))","04732","빈스브라운","2009-12-24 14:47:46","I","2025-12-15 16:15:28","커피숍","200906.190812824    ","448672.832891592    ","커피숍","","","","","","","","","","","","","N","33","","",""
"3030000","3030000-104-2013-00117","2013-09-27              ","03","폐업","02","폐업","2020-02-04              ","024972963","36.95","133-826   ","서울특별시 성동구 성수동2가 212-11 지상1층 ","서울특별시 성동구 성덕정길 144, 지상1층 (성수동2가)","04777","커피커핑","2020-02-04 09:41:36","I","2025-12-15 16:15:28","커피숍","205157.559266001    ","448237.659512399    ","커피숍","","","","","","","","","","","","","N","36.95","","",""
"3030000","3030000-104-2021-00016","2021-02-05              ","01","영업/정상","01","영업","                        ","","37.00","133-834   ","서울특별시 성동구 성수동2가 289-273 동진빌딩 ","서울특별시 성동구 아차산로7길 7, 1층 (성수동2가)","04793","메가엠지씨커피 성수롯데캐슬점","2025-06-11 14:22:53","I","2025-12-15 16:15:28","커피숍","204721.349254596    ","449308.165073818    ","커피숍","","","","","","","","","","","","","N","37","","",""
"3030000","3030000-104-2022-00033","2022-03-15              ","01","영업/정상","01","영업","                        ","","43.00","133-835   ","서울특별시 성동구 성수동2가 315-107 충무전자 ","서울특별시 성동구 성수이로 93, 충무전자 1층 (성수동2가)","04782","스트랏","2022-03-15 17:32:03","I","2025-12-15 16:15:28","커피숍","204924.567903504    ","449022.263508042    ","커피숍","","","","","","","","","","","","","N","43","","",""
"3030000","3030000-104-2020-00044","2020-04-13              ","03","폐업","02","폐업","2020-09-03              ","0262133600","98.24","133-835   ","서울특별시 성동구 성수동2가 301-27 ","서울특별시 성동구 연무장1길 7-1, 가동 2층 (성수동2가)","04782","공간 와디즈","2020-09-03 17:39:18","I","2025-12-15 16:15:28","커피숍","204398.359448709    ","449143.242118345    ","커피숍","","","","","","","","","","","","","N","98.24","","",""
"3030000","3030000-104-2020-00048","2020-04-20              ","03","폐업","02","폐업","2021-01-04              ","","16.00","133-869   ","서울특별시 성동구 행당동 320-22 ","서울특별시 성동구 고산자로 198, 1층 101호 (행당동)","04745","커피수혈 왕십리점","2021-01-04 16:36:50","I","2025-12-15 16:15:28","커피숍","202958.425520541    ","450615.046736902    ","커피숍","","","","","","","","","","","","","N","16","","",""
"3030000","3030000-104-2018-00166","2018-11-02              ","03","폐업","02","폐업","2019-04-18              ","","49.21","133-830   ","서울특별시 성동구 성수동2가 762-1 1층 ","서울특별시 성동구 성수이로 8, 1층 (성수동2가)","04776","카페 Boaz","2019-04-18 15:38:46","I","2025-12-15 16:15:28","커피숍","204683.132219085    ","448190.579149916    ","커피숍","","","","","상수도전용","","","","","","","","N","49.21","","",""
