"개방자치단체코드","관리번호","인허가일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3220000","3220000-104-2025-00368","2025-06-11              ","01","영업/정상","01","영업","                        ","","188.26","135-812   ","서울특별시 강남구 논현동 6-2 ","서울특별시 강남구 도산대로 150, 지하2층 B호 (논현동)","06040","오퍼스150cafe","2025-06-11 14:55:10","I","2025-12-15 16:15:28","커피숍","202144.462448383    ","446193.492198988    ","커피숍","","","","","","","","","","","","","N","188.26","","",""
"3220000","3220000-104-2023-00054","2023-02-07              ","01","영업/정상","01","영업","                        ","","36.73","135-910   ","서울특별시 강남구 역삼동 644-9 ","서울특별시 강남구 테헤란로25길 15, 지상1층 (역삼동)","06131","메가엠지씨커피 역삼역점","2023-02-07 11:31:48","I","2025-12-15 16:15:28","커피숍","203042.435          ","444377.61           ","커피숍","","","","","","","","","","","","","N","36.73","","",""
"3220000","3220000-104-2017-00156","2017-03-16              ","01","영업/정상","01","영업","                        ","","264.00","135-951   ","서울특별시 강남구 청담동 44-12 ","서울특별시 강남구 학동로 419, 1층 (청담동)","06069","스타벅스커피 강남구청정문점","2023-02-16 10:32:56","I","2025-12-15 16:15:28","커피숍","203993.72549271     ","446236.536019743    ","커피숍","","","","","","","","","","","","","N","264","","",""
"3220000","3220000-104-2012-00361","2012-10-08              ","01","영업/정상","01","영업","                        ","","34.33","135-080   ","서울특별시 강남구 역삼동 858 강남역 ","서울특별시 강남구 강남대로 지하 396, 강남역 지하1층 E-37호 (역삼동)","06232","공차코리아강남역점","2020-11-10 13:56:31","I","2025-12-15 16:15:28","커피숍","202422.251739571    ","443872.484453417    ","커피숍","","","","","","","","","","","","","N","34.33","","",""
"3220000","3220000-104-2024-00130","2024-03-04              ","01","영업/정상","01","영업","                        ","","29.70","135-864   ","서울특별시 강남구 삼성동 25-32 ","서울특별시 강남구 봉은사로71길 32, 지상1층 1-2호 (삼성동)","06094","우청과","2024-03-04 11:00:23","I","2025-12-15 16:15:28","커피숍","204300.435820391    ","445788.380790663    ","커피숍","","","","","","","","","","","","","N","29.7","","",""
"3220000","3220000-104-2022-00250","2022-05-18              ","01","영업/정상","01","영업","                        ","","33.00","135-907   ","서울특별시 강남구 역삼동 616-14 유니켐 ","서울특별시 강남구 강남대로106길 29, 유니켐 지하1층 (역삼동)","06124","스머프매직포레스트","2022-05-18 15:19:30","I","2025-12-15 16:15:28","커피숍","202390.733703688    ","444589.321963869    ","커피숍","","","","","","","","","","","","","N","33","","",""
"3220000","3220000-104-2025-00858","2025-12-01              ","01","영업/정상","01","영업","                        ","","30.00","135-500   ","서울특별시 강남구 대치동 1021-3 덕산빌딩 ","서울특별시 강남구 도곡로 450, 덕산빌딩 지하1층 (대치동)","06279","이니셜포커스존 대치점","2025-12-01 16:16:14","I","2025-12-15 16:15:28","커피숍","205214.685          ","443990.99           ","커피숍","","","","","","","","","","","","","N","30","","",""
"3220000","3220000-104-2023-00091","2023-02-28              ","01","영업/정상","01","영업","                        ","025555284","6.00","135-932   ","서울특별시 강남구 역삼동 818-14 ","서울특별시 강남구 강남대로94길 9, 지상3층 (역삼동)","06129","이앤아이ENI(cafe)","2023-02-28 13:46:21","I","2025-12-15 16:15:28","커피숍","202414.971933049    ","444142.025609299    ","커피숍","","","","","","","","","","","","","N","6","","",""
"3220000","3220000-104-2023-00515","2023-09-19              ","01","영업/정상","01","영업","                        ","","52.89","135-944   ","서울특별시 강남구 일원동 615-1 기호빌딩 ","서울특별시 강남구 일원로 28, 기호빌딩 지상1층 (일원동)","06337","스트릿 팬케이크 카페 STREET PANCAKE CAFE","2023-09-19 12:00:37","I","2025-12-15 16:15:28","커피숍","206943.899783065    ","443232.721306979    ","커피숍","","","","","","","","","","","","","N","52.89","","",""
"3220000","3220000-104-2025-00574","2025-08-19              ","01","영업/정상","01","영업","                        ","","49.60","135-569   ","서울특별시 강남구 역삼동 834-23 ","서울특별시 강남구 논현로67길 64, 지상1층 101호 (역삼동)","06250","밀크힐 역삼점","2025-08-19 09:47:45","I","2025-12-15 16:15:28","커피숍","202999.241605086    ","443408.42326624     ","커피숍","","","","","","","","","","","","","N","49.6","","",""
"3220000","3220000-104-2025-00207","2025-04-02              ","01","영업/정상","01","영업","                        ","","13.10","135-825   ","서울특별시 강남구 논현동 147-15 ","서울특별시 강남구 학동로20길 66, 지상1층 (논현동)","06113","미드나잇 에이치","2025-04-02 16:39:49","I","2025-12-15 16:15:28","커피숍","202276.635801283    ","445294.944082411    ","커피숍","","","","","","","","","","","","","N","13.1","","",""
"3220000","3220000-104-2019-00620","2019-09-09              ","01","영업/정상","01","영업","                        ","","109.78","135-851   ","서울특별시 강남구 대치동 1004 동일타워 ","서울특별시 강남구 테헤란로114길 38, 동일타워 지상1층 (대치동)","06176","칸틴 대치점","2019-09-10 09:09:24","I","2025-12-15 16:15:28","커피숍","205849.511047456    ","444984.323902761    ","커피숍","","","","","","","","","","","","","N","109.78","","",""
"3220000","3220000-104-2010-00275","2010-08-12              ","01","영업/정상","01","영업","                        ","","22.16","135-884   ","서울특별시 강남구 수서동 713 현대벤쳐빌 B228 ","서울특별시 강남구 밤고개로1길 10 (수서동,현대벤쳐빌 B228)","06349","카페 더 단골","2010-08-12 12:56:46","I","2025-12-15 16:15:28","커피숍","208937.760652081    ","442873.588039887    ","커피숍","","","","","","","","","","","","","N","22.16","","",""
"3220000","3220000-104-2021-00360","2021-06-11              ","01","영업/정상","01","영업","                        ","","74.59","135-897   ","서울특별시 강남구 신사동 665-12 ","서울특별시 강남구 도산대로53길 32, 지상1층 (신사동)","06019","라미스콘","2021-06-11 15:43:35","I","2025-12-15 16:15:28","커피숍","203374.561693127    ","447005.383353799    ","커피숍","","","","","","","","","","","","","N","74.59","","",""
"3220000","3220000-104-2026-00023","2026-01-09              ","01","영업/정상","01","영업","                        ","","50.00","135-907   ","서울특별시 강남구 역삼동 601-14 ","서울특별시 강남구 강남대로110길 15, 1층 101호 (역삼동)","06123","텐퍼센트커피 신논현역점","2026-01-09 12:12:43","I","2026-01-10 22:18:00","커피숍","202243.345977722    ","444644.102194004    ","커피숍","","","","","","","","","","","","","N","50","","",""
"3220000","3220000-104-2026-00024","2026-01-09              ","01","영업/정상","01","영업","                        ","","16.86","135-901   ","서울특별시 강남구 압구정동 440 ","서울특별시 강남구 압구정로29길 67, 지상1층 4호 (압구정동)","06005","커피트리","2026-01-09 15:29:29","I","2026-01-10 22:18:00","커피숍","202311.353781926    ","447749.656306461    ","커피숍","","","","","","","","","","","","","N","16.86","","",""
"3220000","3220000-104-2023-00644","2023-11-13              ","01","영업/정상","01","영업","                        ","","28.29","135-841   ","서울특별시 강남구 대치동 911-35 ","서울특별시 강남구 삼성로71길 32, 지하1층 02호 (대치동)","06201","메종 드 그릭(Maison De Greek)","2023-11-13 13:37:59","I","2025-12-15 16:15:28","커피숍","204907.836800428    ","444390.935102535    ","커피숍","","","","","","","","","","","","","N","28.29","","",""
"3220000","3220000-104-2024-00405","2024-07-04              ","01","영업/정상","01","영업","                        ","","13.49","135-916   ","서울특별시 강남구 역삼동 682-12 ","서울특별시 강남구 봉은사로54길 8, 지하층 (역삼동)","06143","크로스커피 CROSSCOFFEE","2025-05-01 14:19:56","I","2025-12-15 16:15:28","커피숍","203771.666064079    ","445256.026924251    ","커피숍","","","","","","","","","","","","","N","13.49","","",""
"3220000","3220000-104-2018-00438","2018-06-19              ","01","영업/정상","01","영업","                        ","","98.84","135-933   ","서울특별시 강남구 역삼동 833-3 하나빌딩 ","서울특별시 강남구 역삼로 122, 하나빌딩 지상1층 101호 (역삼동)","06251","카페, 바이이브릭","2018-06-19 10:56:19","I","2025-12-15 16:15:28","커피숍","202852.576871536    ","443503.831144816    ","커피숍","","","","","","","","","","","","","N","98.84","","",""
"3220000","3220000-104-2023-00308","2023-06-12              ","01","영업/정상","01","영업","                        ","","91.85","135-889   ","서울특별시 강남구 신사동 544-6 ","서울특별시 강남구 도산대로17길 37-1, 지하1층 (신사동)","06033","라연 커피","2023-06-12 15:11:05","I","2025-12-15 16:15:28","커피숍","202020.736411138    ","446524.687345946    ","커피숍","","","","","","","","","","","","","Y","91.85","","",""
"3220000","3220000-104-2025-00929","2025-12-23              ","01","영업/정상","01","영업","                        ","","133.90","135-200   ","서울특별시 강남구 자곡동 650 ","서울특별시 강남구 자곡로 172, 지상1층 107호,108호,109호 (자곡동)","06373","스타벅스 강남자곡점","2025-12-23 17:33:06","I","2025-12-25 03:00:02","커피숍","208992.499929602    ","441214.041021633    ","커피숍","","","","","","","","","","","","","N","133.9","","",""
"3220000","3220000-104-2014-00472","2014-11-11              ","01","영업/정상","01","영업","                        ","0234120781","97.65","135-943   ","서울특별시 강남구 일원동 641-3 ","서울특별시 강남구 개포로140길 30, 지상1층 (일원동)","06339","탐앤탐스 일원점","2014-11-11 10:49:31","I","2025-12-15 16:15:28","커피숍","207584.775824565    ","443507.753099318    ","커피숍","","","","","","","","","","","","","N","97.65","","",""
"3220000","3220000-104-2014-00513","2014-11-27              ","01","영업/정상","01","영업","                        ","025490238","282.19","135-887   ","서울특별시 강남구 신사동 514-22 ","서울특별시 강남구 강남대로152길 22, 지상1,2층 (신사동, 신사케이타워)","06035","투썸플레이스 강남신사점","2019-09-24 17:05:57","I","2025-12-15 16:15:28","커피숍","201810.782530311    ","446133.836142089    ","커피숍","","","","","","","","","","","","","N","282.19","","",""
"3220000","3220000-104-2024-00124","2024-02-29              ","01","영업/정상","01","영업","                        ","","28.15","135-826   ","서울특별시 강남구 논현동 191-3 ","서울특별시 강남구 논현로113길 12, 지상1층 일부호 (논현동)","06122","일본수입 디저트 카페 데자토 바이 신키네도 논현점","2025-07-18 17:11:23","I","2025-12-15 16:15:28","커피숍","202781.420600935    ","445147.507147611    ","커피숍","","","","","","","","","","","","","N","28.15","","",""
"3220000","3220000-104-2025-00683","2025-09-25              ","01","영업/정상","01","영업","                        ","0234017900","292.00","135-897   ","서울특별시 강남구 신사동 660-18 원일 ","서울특별시 강남구 압구정로46길 5-2, 원일 2층 (신사동)","06018","(주)설빙 압구정로데오점","2025-09-25 13:19:55","I","2025-12-15 16:15:28","커피숍","203191.25706078     ","447312.903662969    ","커피숍","","","","","","","","","","","","","Y","292","","",""
"3220000","3220000-104-2024-00128","2024-03-04              ","01","영업/정상","01","영업","                        ","","20.00","135-514   ","서울특별시 강남구 역삼동 733-27 ","서울특별시 강남구 역삼로 213, 지상1층 101호 (역삼동)","06224","매머드 익스프레스 동역삼로점","2024-03-04 10:24:55","I","2025-12-15 16:15:28","커피숍","203505.287269495    ","443825.656129277    ","커피숍","","","","","","","","","","","","","N","20","","",""
"3220000","3220000-104-2024-00120","2024-02-28              ","01","영업/정상","01","영업","                        ","","5.30","135-931   ","서울특별시 강남구 역삼동 808 808타워 ","서울특별시 강남구 강남대로 470, 808타워 지상5층 501호 (역삼동)","06123","카페808","2024-02-28 14:49:24","I","2025-12-15 16:15:28","커피숍","202144.958698403    ","444682.095846898    ","커피숍","","","","","","","","","","","","","N","5.3","","",""
"3220000","3220000-104-2024-00733","2024-10-31              ","01","영업/정상","01","영업","                        ","","409.00","135-855   ","서울특별시 강남구 도곡동 448-2 바디프랜드 도곡타워 ","서울특별시 강남구 양재천로 163, 바디프랜드 도곡타워 1층 (도곡동)","06302","카페 드 바디프랜드(Cafe de Bodyfriend)","2025-08-14 15:14:14","I","2025-12-15 16:15:28","커피숍","203822.388292808    ","442131.941663523    ","커피숍","","","","","","","","","","","","","N","409","","",""
"3220000","3220000-104-2023-00135","2023-03-27              ","01","영업/정상","01","영업","                        ","","66.00","135-875   ","서울특별시 강남구 삼성동 123-19 ","서울특별시 강남구 봉은사로68길 35, 지상1층 (삼성동)","06155","에이에이티(AAT)카페","2023-03-27 11:14:49","I","2025-12-15 16:15:28","커피숍","204491.004028031    ","445312.831718846    ","커피숍","","","","","","","","","","","","","N","66","","",""
"3220000","3220000-104-2025-00899","2025-12-15              ","01","영업/정상","01","영업","                        ","","43.97","135-876   ","서울특별시 강남구 삼성동 141-3 세웅타워 ","서울특별시 강남구 선릉로94길 12, 세웅타워 지상1층 (삼성동)","06162","메가엠지씨커피 선릉세웅타워점","2025-12-15 14:08:15","I","2025-12-17 04:57:42","커피숍","204305.678095703    ","444845.000353557    ","커피숍","","","","","","","","","","","","","N","43.97","","",""
"3220000","3220000-104-2025-00900","2025-12-15              ","01","영업/정상","01","영업","                        ","0269537656","82.50","135-871   ","서울특별시 강남구 삼성동 77-20 ","서울특별시 강남구 봉은사로 541, 지상1층 (삼성동)","06087","메가엠지씨커피 봉은사역점","2025-12-23 16:37:03","I","2025-12-25 02:40:00","커피숍","205159.792088359    ","445792.211674213    ","커피숍","","","","","","","","","","","","","N","82.5","","",""
"3220000","3220000-104-2025-00288","2025-05-13              ","01","영업/정상","01","영업","                        ","","211.08","135-889   ","서울특별시 강남구 신사동 542-3 ","서울특별시 강남구 도산대로15길 27, B1층, 1층, 2층 (신사동)","06036","스테키(Stacky)","2026-03-03 10:01:07","I","2026-03-04 22:18:02","커피숍","202017.811168308    ","446423.15845801     ","커피숍","","","","","","","","","","","","","N","211.08","","",""
"3220000","3220000-104-2024-00611","2024-09-19              ","01","영업/정상","01","영업","                        ","","55.30","135-847   ","서울특별시 강남구 대치동 948 오토웨이 타워 ","서울특별시 강남구 영동대로 417, 오토웨이 타워 지상1층 (대치동)","06182","(주)현대그린푸드 네오플 오토웨이 타워 카페 2호점","2024-09-19 15:27:27","I","2025-12-15 16:15:28","커피숍","205564.090602056    ","444887.741602573    ","커피숍","","","","","","","","","","","","","N","55.3","","",""
"3220000","3220000-104-2025-00937","2025-12-30              ","01","영업/정상","01","영업","                        ","","267.87","135-911   ","서울특별시 강남구 역삼동 646-14 창성재단빌딩 ","서울특별시 강남구 테헤란로25길 7, 창성재단빌딩 지상2층 (역삼동)","06132","블리스라운드 역삼점","2025-12-30 11:15:16","I","2026-01-01 03:00:03","커피숍","203032.25466393     ","444305.101372331    ","커피숍","","","","","","","","","","","","","N","267.87","","",""
"3220000","3220000-104-2019-00219","2019-04-15              ","01","영업/정상","01","영업","                        ","","33.06","135-998   ","서울특별시 강남구 대치동 938-24 삼환 아르누보2","서울특별시 강남구 도곡로 405, 삼환 아르누보2 지상1층 105호 (대치동)","06207","메가엠지씨커피 한티역점","2026-05-08 16:07:10","U","2026-05-09 03:03:03","커피숍","204774.550316183    ","443885.217485323    ","커피숍","","","","","","","","","","","","","N","33.06","","",""
"3220000","3220000-104-2022-00517","2022-10-05              ","03","폐업","02","폐업","2026-05-04              ","","39.67","135-734   ","서울특별시 강남구 논현동 84 송암빌딩","서울특별시 강남구 언주로 709, 송암빌딩 지상1층 (논현동)","06053","퓨즈잇(FUZIT)","2026-05-04 15:01:10","U","2026-05-05 03:03:03","커피숍","203008.14654417     ","446054.411349529    ","커피숍","","","","","","","","","","","","","N","39.67","","",""
"3220000","3220000-104-2024-00365","2024-06-17              ","01","영업/정상","01","영업","                        ","02-511-2043","27.66","135-840   ","서울특별시 강남구 대치동 891-6 테헤란로 대우 아이빌","서울특별시 강남구 테헤란로 428, 지하1층 B101호,B102호,B103호,B104호 중 일부호 (대치동, 테헤란로 대우 아이빌)","06194","그린루틴","2026-04-29 10:20:52","U","2026-04-30 03:03:03","커피숍","204705.273047989    ","444831.426571868    ","커피숍","","","","","","","","","","","","","N","27.66","","",""
"3220000","3220000-104-2026-00292","2026-04-30              ","01","영업/정상","01","영업","                        ","","11.50","135-825   ","서울특별시 강남구 논현동 165-15","서울특별시 강남구 봉은사로1길 35, 1층 일부호 (논현동)","06119","국민우유집 강남논현점","2026-04-30 15:53:06","I","2026-05-01 22:18:09","커피숍","202056.105851493    ","444977.96960847     ","커피숍","","","","","","","","","","","","","N","11.5","","",""
"3220000","3220000-104-2026-00293","2026-04-30              ","03","폐업","02","폐업","2026-05-21              ","","","135-902   ","서울특별시 강남구 압구정동 494 갤러리아백화점","서울특별시 강남구 압구정로 343, 갤러리아백화점 명품관 WEST B1F (압구정동)","06008","데이도트(한시적)","2026-05-22 04:15:10","U","2026-05-23 03:03:03","커피숍","203470.848439305    ","447369.579851952    ","커피숍","","","","","","","","","","","","","N","0","","",""
"3220000","3220000-104-2016-00284","2016-05-09              ","01","영업/정상","01","영업","                        ","","289.41","135-847   ","서울특별시 강남구 대치동 960-5 ","서울특별시 강남구 삼성로 402, 1층 (대치동)","06185","스타벅스 대치사거리점","2023-02-28 20:03:00","I","2025-12-15 16:15:28","커피숍","205136.934557818    ","444576.067034239    ","커피숍","","","","","","","","","","","","","N","289.41","","",""
"3220000","3220000-104-2024-00297","2024-05-16              ","01","영업/정상","01","영업","                        ","","66.00","135-965   ","서울특별시 강남구 개포동 1258-1 우덕빌딩 ","서울특별시 강남구 개포로 223, 우덕빌딩 지상1층 1호,2호 (개포동)","06306","컴포즈커피 강남포이점","2024-05-16 11:55:36","I","2025-12-15 16:15:28","커피숍","204109.984660728    ","441864.804809873    ","커피숍","","","","","","","","","","","","","N","66","","",""
"3220000","3220000-104-2026-00008","2026-01-05              ","01","영업/정상","01","영업","                        ","","70.16","135-965   ","서울특별시 강남구 개포동 1255-6 ","서울특별시 강남구 개포로25길 15, 지상1층 일부호 (개포동)","06306","웨이 커피 하우스(Way Coffee House)","2026-01-05 14:27:48","I","2026-01-06 22:18:00","커피숍","204174.992632774    ","441979.621004145    ","커피숍","","","","","","","","","","","","","N","70.16","","",""
"3220000","3220000-104-2018-00362","2018-05-21              ","01","영업/정상","01","영업","                        ","","39.60","135-952   ","서울특별시 강남구 청담동 50-3 삼성빌딩 ","서울특별시 강남구 도산대로92길 6, 삼성빌딩 1층 103호 (청담동)","06070","카페안나","2018-05-21 14:16:16","I","2025-12-15 16:15:28","커피숍","204373.117613098    ","446870.994795997    ","커피숍","","","","","","","","","","","","","N","39.6","","",""
"3220000","3220000-104-2017-00673","2017-09-25              ","01","영업/정상","01","영업","                        ","","18.82","135-955   ","서울특별시 강남구 청담동 114-7 ","서울특별시 강남구 압구정로75길 30, 1층 (청담동)","06011","이트앤토크","2017-09-25 11:09:50","I","2025-12-15 16:15:28","커피숍","204152.485845533    ","447262.531069402    ","커피숍","","","","","","","","","","","","","N","18.82","","",""
"3220000","3220000-104-2025-00910","2025-12-18              ","01","영업/정상","01","영업","                        ","","95.00","135-829   ","서울특별시 강남구 논현동 215 헤리츠타워 ","서울특별시 강남구 논현로 662, 지상1층 (논현동)","06105","카페렌토1975","2025-12-18 14:22:05","I","2025-12-20 03:00:03","커피숍","202711.572138227    ","445670.22681063     ","커피숍","","","","","","","","","","","","","N","95","","",""
"3220000","3220000-104-2019-00486","2019-07-24              ","01","영업/정상","01","영업","                        ","024218841","54.42","135-080   ","서울특별시 강남구 역삼동 800 신논현역 ","서울특별시 강남구 봉은사로 지하 102, 신논현역 지하2층 7,8호 (역삼동)","06120","에스엠에이치홀딩스 카페미뇽","2020-08-06 10:43:53","I","2025-12-15 16:15:28","커피숍","202760.060078829    ","444938.703012503    ","커피숍","","","","","","","","","","","","","N","54.42","","",""
"3220000","3220000-104-2025-00935","2025-12-26              ","01","영업/정상","01","영업","                        ","023421968","58.00","135-090   ","서울특별시 강남구 삼성동 159-8 파르나스타워 ","서울특별시 강남구 테헤란로 521, 파르나스타워 지하1층 R-18호 (삼성동)","06164","랄프스커피 파르나스몰","2025-12-26 14:04:41","I","2025-12-28 03:00:02","커피숍","205314.159889285    ","445204.709309676    ","커피숍","","","","","","","","","","","","","N","58","","",""
"3220000","3220000-104-2026-00034","2026-01-16              ","01","영업/정상","01","영업","                        ","0234458428","122.01","135-827   ","서울특별시 강남구 논현동 199 센트럴스퀘어강남 ","서울특별시 강남구 강남대로 488, 센트럴스퀘어강남 1층 (논현동)","06120","스타벅스 신논현역3번출구점","2026-01-16 12:07:32","I","2026-01-17 22:18:00","커피숍","202077.94256829     ","444851.373830073    ","커피숍","","","","","","","","","","","","","N","122.01","","",""
